title,detail,dueAt,isComplete
"Database migration 367","Take dog for a walk in the park.","",false
"Feed the fish 368","Create slides for presentation.","2026-06-11T04:00:00.000Z",false
"Wash my clothes 368","Review code for security issues.","",true
"Buy groceries 368","Migrate data to new database.","",false
"Call mom 368","","",false
"Review pull requests 368","The fish is hungry so give him some food.","",false
"Update documentation 368","Need to wash all dirty clothes before Friday.","2026-10-13T04:00:00.000Z",true
"Fix bugs 368","Buy milk, eggs, bread, and vegetables.","",true
"Write tests 368","Call to catch up and discuss plans.","",false
"Deploy application 368","Check and approve pending pull requests.","",true
"Backup database 368","Update API documentation with new endpoints.","",true
"Schedule meeting 368","Fix critical bugs reported by users.","2026-02-06T05:00:00.000Z",false
"Send email 368","Write unit tests for new features.","",true
"Pay bills 368","Deploy latest version to production.","",false
"Clean house 368","Backup all important database records.","",false
"Exercise 368","Schedule meeting with team leads.","",false
"Read book 368","Send follow-up email to clients.","2026-07-02T04:00:00.000Z",true
"Learn new skill 368","Pay rent and utility bills.","",false
"Organize files 368","Deep clean the house.","",true
"Update resume 368","Go for a 30-minute jog or run.","",true
"Plan vacation 368","Finish reading current book.","",false
"Water plants 368","Learn React or Vue.js fundamentals.","2026-07-11T04:00:00.000Z",false
"Walk the dog 368","Organize project files and folders.","",true
"Prepare presentation 368","Update resume with recent projects.","",true
"Code review 368","Book flights and hotel for vacation.","",true
"Database migration 368","Water indoor plants.","",false
"Feed the fish 369","Take dog for a walk in the park.","2026-08-18T04:00:00.000Z",false
"Wash my clothes 369","Create slides for presentation.","",false
"Buy groceries 369","Review code for security issues.","",true
"Call mom 369","Migrate data to new database.","",false
"Review pull requests 369","","",false
"Update documentation 369","The fish is hungry so give him some food.","2026-05-27T04:00:00.000Z",false
"Fix bugs 369","Need to wash all dirty clothes before Friday.","",false
"Write tests 369","Buy milk, eggs, bread, and vegetables.","",false
"Deploy application 369","Call to catch up and discuss plans.","",true
"Backup database 369","Check and approve pending pull requests.","",false
"Schedule meeting 369","Update API documentation with new endpoints.","2026-05-09T04:00:00.000Z",true
"Send email 369","Fix critical bugs reported by users.","",true
"Pay bills 369","Write unit tests for new features.","",false
"Clean house 369","Deploy latest version to production.","",false
"Exercise 369","Backup all important database records.","",false
"Read book 369","Schedule meeting with team leads.","2026-06-02T04:00:00.000Z",false
"Learn new skill 369","Send follow-up email to clients.","",false
"Organize files 369","Pay rent and utility bills.","",false
"Update resume 369","Deep clean the house.","",true
"Plan vacation 369","Go for a 30-minute jog or run.","",false
"Water plants 369","Finish reading current book.","2026-09-21T04:00:00.000Z",true
"Walk the dog 369","Learn React or Vue.js fundamentals.","",false
"Prepare presentation 369","Organize project files and folders.","",false
"Code review 369","Update resume with recent projects.","",true
"Database migration 369","Book flights and hotel for vacation.","",false
"Feed the fish 370","Water indoor plants.","2026-04-30T04:00:00.000Z",false
"Wash my clothes 370","Take dog for a walk in the park.","",false
"Buy groceries 370","Create slides for presentation.","",false
"Call mom 370","Review code for security issues.","",true
"Review pull requests 370","Migrate data to new database.","",false
"Update documentation 370","","2026-09-27T04:00:00.000Z",false
"Fix bugs 370","The fish is hungry so give him some food.","",true
"Write tests 370","Need to wash all dirty clothes before Friday.","",false
"Deploy application 370","Buy milk, eggs, bread, and vegetables.","",false
"Backup database 370","Call to catch up and discuss plans.","",false
"Schedule meeting 370","Check and approve pending pull requests.","2026-06-02T04:00:00.000Z",false
"Send email 370","Update API documentation with new endpoints.","",false
"Pay bills 370","Fix critical bugs reported by users.","",true
"Clean house 370","Write unit tests for new features.","",false
"Exercise 370","Deploy latest version to production.","",false
"Read book 370","Backup all important database records.","2026-12-10T05:00:00.000Z",false
"Learn new skill 370","Schedule meeting with team leads.","",false
"Organize files 370","Send follow-up email to clients.","",false
"Update resume 370","Pay rent and utility bills.","",true
"Plan vacation 370","Deep clean the house.","",true
"Water plants 370","Go for a 30-minute jog or run.","2026-09-30T04:00:00.000Z",false
"Walk the dog 370","Finish reading current book.","",false
"Prepare presentation 370","Learn React or Vue.js fundamentals.","",true
"Code review 370","Organize project files and folders.","",false
"Database migration 370","Update resume with recent projects.","",false
"Feed the fish 371","Book flights and hotel for vacation.","2026-12-15T05:00:00.000Z",false
"Wash my clothes 371","Water indoor plants.","",true
"Buy groceries 371","Take dog for a walk in the park.","",false
"Call mom 371","Create slides for presentation.","",true
"Review pull requests 371","Review code for security issues.","",false
"Update documentation 371","Migrate data to new database.","2026-03-22T04:00:00.000Z",false
"Fix bugs 371","","",false
"Write tests 371","The fish is hungry so give him some food.","",true
"Deploy application 371","Need to wash all dirty clothes before Friday.","",false
"Backup database 371","Buy milk, eggs, bread, and vegetables.","",false
"Schedule meeting 371","Call to catch up and discuss plans.","2026-01-11T05:00:00.000Z",false
"Send email 371","Check and approve pending pull requests.","",true
"Pay bills 371","Update API documentation with new endpoints.","",false
"Clean house 371","Fix critical bugs reported by users.","",false
"Exercise 371","Write unit tests for new features.","",false
"Read book 371","Deploy latest version to production.","2026-08-09T04:00:00.000Z",false
"Learn new skill 371","Backup all important database records.","",true
"Organize files 371","Schedule meeting with team leads.","",false
"Update resume 371","Send follow-up email to clients.","",false
"Plan vacation 371","Pay rent and utility bills.","",false
"Water plants 371","Deep clean the house.","2026-05-28T04:00:00.000Z",false
"Walk the dog 371","Go for a 30-minute jog or run.","",false
"Prepare presentation 371","Finish reading current book.","",true
"Code review 371","Learn React or Vue.js fundamentals.","",true
"Database migration 371","Organize project files and folders.","",false
"Feed the fish 372","Update resume with recent projects.","2026-04-17T04:00:00.000Z",false
"Wash my clothes 372","Book flights and hotel for vacation.","",false
"Buy groceries 372","Water indoor plants.","",true
"Call mom 372","Take dog for a walk in the park.","",false
"Review pull requests 372","Create slides for presentation.","",false
"Update documentation 372","Review code for security issues.","2026-02-13T05:00:00.000Z",true
"Fix bugs 372","Migrate data to new database.","",true
"Write tests 372","","",true
"Deploy application 372","The fish is hungry so give him some food.","",false
"Backup database 372","Need to wash all dirty clothes before Friday.","",false
"Schedule meeting 372","Buy milk, eggs, bread, and vegetables.","2026-03-01T05:00:00.000Z",false
"Send email 372","Call to catch up and discuss plans.","",false
"Pay bills 372","Check and approve pending pull requests.","",false
"Clean house 372","Update API documentation with new endpoints.","",false
"Exercise 372","Fix critical bugs reported by users.","",true
"Read book 372","Write unit tests for new features.","2026-10-11T04:00:00.000Z",false
"Learn new skill 372","Deploy latest version to production.","",false
"Organize files 372","Backup all important database records.","",false
"Update resume 372","Schedule meeting with team leads.","",false
"Plan vacation 372","Send follow-up email to clients.","",false
"Water plants 372","Pay rent and utility bills.","2026-09-16T04:00:00.000Z",true
"Walk the dog 372","Deep clean the house.","",false
"Prepare presentation 372","Go for a 30-minute jog or run.","",true
"Code review 372","Finish reading current book.","",false
"Database migration 372","Learn React or Vue.js fundamentals.","",false
"Feed the fish 373","Organize project files and folders.","2026-06-17T04:00:00.000Z",true
"Wash my clothes 373","Update resume with recent projects.","",false
"Buy groceries 373","Book flights and hotel for vacation.","",false
"Call mom 373","Water indoor plants.","",false
"Review pull requests 373","Take dog for a walk in the park.","",false
"Update documentation 373","Create slides for presentation.","2026-02-26T05:00:00.000Z",true
"Fix bugs 373","Review code for security issues.","",true
"Write tests 373","Migrate data to new database.","",false
"Deploy application 373","","",false
"Backup database 373","The fish is hungry so give him some food.","",false
"Schedule meeting 373","Need to wash all dirty clothes before Friday.","2026-03-23T04:00:00.000Z",true
"Send email 373","Buy milk, eggs, bread, and vegetables.","",false
"Pay bills 373","Call to catch up and discuss plans.","",false
"Clean house 373","Check and approve pending pull requests.","",false
"Exercise 373","Update API documentation with new endpoints.","",false
"Read book 373","Fix critical bugs reported by users.","2026-03-24T04:00:00.000Z",false
"Learn new skill 373","Write unit tests for new features.","",false
"Organize files 373","Deploy latest version to production.","",true
"Update resume 373","Backup all important database records.","",false
"Plan vacation 373","Schedule meeting with team leads.","",false
"Water plants 373","Send follow-up email to clients.","2026-07-29T04:00:00.000Z",false
"Walk the dog 373","Pay rent and utility bills.","",false
"Prepare presentation 373","Deep clean the house.","",true
"Code review 373","Go for a 30-minute jog or run.","",false
"Database migration 373","Finish reading current book.","",false
"Feed the fish 374","Learn React or Vue.js fundamentals.","2026-03-23T04:00:00.000Z",false
"Wash my clothes 374","Organize project files and folders.","",true
"Buy groceries 374","Update resume with recent projects.","",false
"Call mom 374","Book flights and hotel for vacation.","",false
"Review pull requests 374","Water indoor plants.","",true
"Update documentation 374","Take dog for a walk in the park.","2026-01-30T05:00:00.000Z",true
"Fix bugs 374","Create slides for presentation.","",true
"Write tests 374","Review code for security issues.","",false
"Deploy application 374","Migrate data to new database.","",false
"Backup database 374","","",true
"Schedule meeting 374","The fish is hungry so give him some food.","2026-02-16T05:00:00.000Z",false
"Send email 374","Need to wash all dirty clothes before Friday.","",true
"Pay bills 374","Buy milk, eggs, bread, and vegetables.","",true
"Clean house 374","Call to catch up and discuss plans.","",true
"Exercise 374","Check and approve pending pull requests.","",true
"Read book 374","Update API documentation with new endpoints.","2026-06-22T04:00:00.000Z",false
"Learn new skill 374","Fix critical bugs reported by users.","",true
"Organize files 374","Write unit tests for new features.","",true
"Update resume 374","Deploy latest version to production.","",false
"Plan vacation 374","Backup all important database records.","",false
"Water plants 374","Schedule meeting with team leads.","2026-05-14T04:00:00.000Z",false
"Walk the dog 374","Send follow-up email to clients.","",false
"Prepare presentation 374","Pay rent and utility bills.","",true
"Code review 374","Deep clean the house.","",false
"Database migration 374","Go for a 30-minute jog or run.","",true
"Feed the fish 375","Finish reading current book.","2026-05-01T04:00:00.000Z",false
"Wash my clothes 375","Learn React or Vue.js fundamentals.","",true
"Buy groceries 375","Organize project files and folders.","",false
"Call mom 375","Update resume with recent projects.","",false
"Review pull requests 375","Book flights and hotel for vacation.","",false
"Update documentation 375","Water indoor plants.","2026-05-14T04:00:00.000Z",false
"Fix bugs 375","Take dog for a walk in the park.","",false
"Write tests 375","Create slides for presentation.","",true
"Deploy application 375","Review code for security issues.","",false
"Backup database 375","Migrate data to new database.","",false
"Schedule meeting 375","","2026-12-16T05:00:00.000Z",false
"Send email 375","The fish is hungry so give him some food.","",true
"Pay bills 375","Need to wash all dirty clothes before Friday.","",false
"Clean house 375","Buy milk, eggs, bread, and vegetables.","",false
"Exercise 375","Call to catch up and discuss plans.","",true
"Read book 375","Check and approve pending pull requests.","2026-09-23T04:00:00.000Z",true
"Learn new skill 375","Update API documentation with new endpoints.","",false
"Organize files 375","Fix critical bugs reported by users.","",false
"Update resume 375","Write unit tests for new features.","",false
"Plan vacation 375","Deploy latest version to production.","",false
"Water plants 375","Backup all important database records.","2026-09-22T04:00:00.000Z",true
"Walk the dog 375","Schedule meeting with team leads.","",false
"Prepare presentation 375","Send follow-up email to clients.","",false
"Code review 375","Pay rent and utility bills.","",true
"Database migration 375","Deep clean the house.","",true
"Feed the fish 376","Go for a 30-minute jog or run.","2026-09-04T04:00:00.000Z",true
"Wash my clothes 376","Finish reading current book.","",true
"Buy groceries 376","Learn React or Vue.js fundamentals.","",false
"Call mom 376","Organize project files and folders.","",false
"Review pull requests 376","Update resume with recent projects.","",true
"Update documentation 376","Book flights and hotel for vacation.","2026-12-10T05:00:00.000Z",true
"Fix bugs 376","Water indoor plants.","",false
"Write tests 376","Take dog for a walk in the park.","",true
"Deploy application 376","Create slides for presentation.","",false
"Backup database 376","Review code for security issues.","",false
"Schedule meeting 376","Migrate data to new database.","2026-03-29T04:00:00.000Z",false
"Send email 376","","",true
"Pay bills 376","The fish is hungry so give him some food.","",true
"Clean house 376","Need to wash all dirty clothes before Friday.","",true
"Exercise 376","Buy milk, eggs, bread, and vegetables.","",false
"Read book 376","Call to catch up and discuss plans.","2026-09-06T04:00:00.000Z",false
"Learn new skill 376","Check and approve pending pull requests.","",false
"Organize files 376","Update API documentation with new endpoints.","",false
"Update resume 376","Fix critical bugs reported by users.","",false
"Plan vacation 376","Write unit tests for new features.","",false
"Water plants 376","Deploy latest version to production.","2026-12-28T05:00:00.000Z",true
"Walk the dog 376","Backup all important database records.","",false
"Prepare presentation 376","Schedule meeting with team leads.","",false
"Code review 376","Send follow-up email to clients.","",false
"Database migration 376","Pay rent and utility bills.","",false
"Feed the fish 377","Deep clean the house.","2026-06-20T04:00:00.000Z",true
"Wash my clothes 377","Go for a 30-minute jog or run.","",false
"Buy groceries 377","Finish reading current book.","",false
"Call mom 377","Learn React or Vue.js fundamentals.","",false
"Review pull requests 377","Organize project files and folders.","",true
"Update documentation 377","Update resume with recent projects.","2026-11-24T05:00:00.000Z",true
"Fix bugs 377","Book flights and hotel for vacation.","",false
"Write tests 377","Water indoor plants.","",false
"Deploy application 377","Take dog for a walk in the park.","",true
"Backup database 377","Create slides for presentation.","",true
"Schedule meeting 377","Review code for security issues.","2026-07-24T04:00:00.000Z",false
"Send email 377","Migrate data to new database.","",false
"Pay bills 377","","",false
"Clean house 377","The fish is hungry so give him some food.","",true
"Exercise 377","Need to wash all dirty clothes before Friday.","",false
"Read book 377","Buy milk, eggs, bread, and vegetables.","2026-01-24T05:00:00.000Z",true
"Learn new skill 377","Call to catch up and discuss plans.","",false
"Organize files 377","Check and approve pending pull requests.","",false
"Update resume 377","Update API documentation with new endpoints.","",false
"Plan vacation 377","Fix critical bugs reported by users.","",false
"Water plants 377","Write unit tests for new features.","2026-03-25T04:00:00.000Z",true
"Walk the dog 377","Deploy latest version to production.","",false
"Prepare presentation 377","Backup all important database records.","",false
"Code review 377","Schedule meeting with team leads.","",false
"Database migration 377","Send follow-up email to clients.","",false
"Feed the fish 378","Pay rent and utility bills.","2026-06-14T04:00:00.000Z",true
"Wash my clothes 378","Deep clean the house.","",false
"Buy groceries 378","Go for a 30-minute jog or run.","",false
"Call mom 378","Finish reading current book.","",false
"Review pull requests 378","Learn React or Vue.js fundamentals.","",false
"Update documentation 378","Organize project files and folders.","2026-12-21T05:00:00.000Z",false
"Fix bugs 378","Update resume with recent projects.","",true
"Write tests 378","Book flights and hotel for vacation.","",false
"Deploy application 378","Water indoor plants.","",false
"Backup database 378","Take dog for a walk in the park.","",false
"Schedule meeting 378","Create slides for presentation.","2026-09-25T04:00:00.000Z",false
"Send email 378","Review code for security issues.","",true
"Pay bills 378","Migrate data to new database.","",false
"Clean house 378","","",false
"Exercise 378","The fish is hungry so give him some food.","",false
"Read book 378","Need to wash all dirty clothes before Friday.","2026-07-05T04:00:00.000Z",false
"Learn new skill 378","Buy milk, eggs, bread, and vegetables.","",false
"Organize files 378","Call to catch up and discuss plans.","",false
"Update resume 378","Check and approve pending pull requests.","",true
"Plan vacation 378","Update API documentation with new endpoints.","",false
"Water plants 378","Fix critical bugs reported by users.","2026-01-19T05:00:00.000Z",false
"Walk the dog 378","Write unit tests for new features.","",true
"Prepare presentation 378","Deploy latest version to production.","",false
"Code review 378","Backup all important database records.","",true
"Database migration 378","Schedule meeting with team leads.","",false
"Feed the fish 379","Send follow-up email to clients.","2026-07-20T04:00:00.000Z",true
"Wash my clothes 379","Pay rent and utility bills.","",false
"Buy groceries 379","Deep clean the house.","",false
"Call mom 379","Go for a 30-minute jog or run.","",true
"Review pull requests 379","Finish reading current book.","",false
"Update documentation 379","Learn React or Vue.js fundamentals.","2026-01-30T05:00:00.000Z",false
"Fix bugs 379","Organize project files and folders.","",false
"Write tests 379","Update resume with recent projects.","",false
"Deploy application 379","Book flights and hotel for vacation.","",true
"Backup database 379","Water indoor plants.","",false
"Schedule meeting 379","Take dog for a walk in the park.","2026-04-08T04:00:00.000Z",false
"Send email 379","Create slides for presentation.","",true
"Pay bills 379","Review code for security issues.","",false
"Clean house 379","Migrate data to new database.","",true
"Exercise 379","","",false
"Read book 379","The fish is hungry so give him some food.","2026-08-01T04:00:00.000Z",true
"Learn new skill 379","Need to wash all dirty clothes before Friday.","",true
"Organize files 379","Buy milk, eggs, bread, and vegetables.","",false
"Update resume 379","Call to catch up and discuss plans.","",true
"Plan vacation 379","Check and approve pending pull requests.","",false
"Water plants 379","Update API documentation with new endpoints.","2026-07-31T04:00:00.000Z",false
"Walk the dog 379","Fix critical bugs reported by users.","",true
"Prepare presentation 379","Write unit tests for new features.","",false
"Code review 379","Deploy latest version to production.","",true
"Database migration 379","Backup all important database records.","",false
"Feed the fish 380","Schedule meeting with team leads.","2026-06-19T04:00:00.000Z",false
"Wash my clothes 380","Send follow-up email to clients.","",true
"Buy groceries 380","Pay rent and utility bills.","",false
"Call mom 380","Deep clean the house.","",false
"Review pull requests 380","Go for a 30-minute jog or run.","",false
"Update documentation 380","Finish reading current book.","2026-03-14T04:00:00.000Z",false
"Fix bugs 380","Learn React or Vue.js fundamentals.","",false
"Write tests 380","Organize project files and folders.","",true
"Deploy application 380","Update resume with recent projects.","",false
"Backup database 380","Book flights and hotel for vacation.","",false
"Schedule meeting 380","Water indoor plants.","2026-06-08T04:00:00.000Z",false
"Send email 380","Take dog for a walk in the park.","",false
"Pay bills 380","Create slides for presentation.","",false
"Clean house 380","Review code for security issues.","",false
"Exercise 380","Migrate data to new database.","",false
"Read book 380","","2026-10-03T04:00:00.000Z",false
"Learn new skill 380","The fish is hungry so give him some food.","",true
"Organize files 380","Need to wash all dirty clothes before Friday.","",false
"Update resume 380","Buy milk, eggs, bread, and vegetables.","",false
"Plan vacation 380","Call to catch up and discuss plans.","",false
"Water plants 380","Check and approve pending pull requests.","2026-07-25T04:00:00.000Z",false
"Walk the dog 380","Update API documentation with new endpoints.","",true
"Prepare presentation 380","Fix critical bugs reported by users.","",false
"Code review 380","Write unit tests for new features.","",true
"Database migration 380","Deploy latest version to production.","",false
"Feed the fish 381","Backup all important database records.","2026-08-28T04:00:00.000Z",true
"Wash my clothes 381","Schedule meeting with team leads.","",false
"Buy groceries 381","Send follow-up email to clients.","",true
"Call mom 381","Pay rent and utility bills.","",true
"Review pull requests 381","Deep clean the house.","",true
"Update documentation 381","Go for a 30-minute jog or run.","2026-11-10T05:00:00.000Z",false
"Fix bugs 381","Finish reading current book.","",false
"Write tests 381","Learn React or Vue.js fundamentals.","",false
"Deploy application 381","Organize project files and folders.","",false
"Backup database 381","Update resume with recent projects.","",false
"Schedule meeting 381","Book flights and hotel for vacation.","2026-06-10T04:00:00.000Z",false
"Send email 381","Water indoor plants.","",false
"Pay bills 381","Take dog for a walk in the park.","",false
"Clean house 381","Create slides for presentation.","",true
"Exercise 381","Review code for security issues.","",false
"Read book 381","Migrate data to new database.","2026-05-16T04:00:00.000Z",false
"Learn new skill 381","","",true
"Organize files 381","The fish is hungry so give him some food.","",false
"Update resume 381","Need to wash all dirty clothes before Friday.","",false
"Plan vacation 381","Buy milk, eggs, bread, and vegetables.","",false
"Water plants 381","Call to catch up and discuss plans.","2026-05-10T04:00:00.000Z",false
"Walk the dog 381","Check and approve pending pull requests.","",false
"Prepare presentation 381","Update API documentation with new endpoints.","",true
"Code review 381","Fix critical bugs reported by users.","",true
"Database migration 381","Write unit tests for new features.","",false
"Feed the fish 382","Deploy latest version to production.","2026-12-25T05:00:00.000Z",false
"Wash my clothes 382","Backup all important database records.","",true
"Buy groceries 382","Schedule meeting with team leads.","",false
"Call mom 382","Send follow-up email to clients.","",false
"Review pull requests 382","Pay rent and utility bills.","",false
"Update documentation 382","Deep clean the house.","2026-11-13T05:00:00.000Z",false
"Fix bugs 382","Go for a 30-minute jog or run.","",false
"Write tests 382","Finish reading current book.","",false
"Deploy application 382","Learn React or Vue.js fundamentals.","",false
"Backup database 382","Organize project files and folders.","",false
"Schedule meeting 382","Update resume with recent projects.","2026-03-15T04:00:00.000Z",false
"Send email 382","Book flights and hotel for vacation.","",true
"Pay bills 382","Water indoor plants.","",true
"Clean house 382","Take dog for a walk in the park.","",false
"Exercise 382","Create slides for presentation.","",false
"Read book 382","Review code for security issues.","2026-12-21T05:00:00.000Z",false
"Learn new skill 382","Migrate data to new database.","",false
"Organize files 382","","",true
"Update resume 382","The fish is hungry so give him some food.","",true
"Plan vacation 382","Need to wash all dirty clothes before Friday.","",true
"Water plants 382","Buy milk, eggs, bread, and vegetables.","2026-02-21T05:00:00.000Z",false
"Walk the dog 382","Call to catch up and discuss plans.","",false
"Prepare presentation 382","Check and approve pending pull requests.","",true
"Code review 382","Update API documentation with new endpoints.","",true
"Database migration 382","Fix critical bugs reported by users.","",false
"Feed the fish 383","Write unit tests for new features.","2026-11-05T05:00:00.000Z",false
"Wash my clothes 383","Deploy latest version to production.","",false
"Buy groceries 383","Backup all important database records.","",false
"Call mom 383","Schedule meeting with team leads.","",false
"Review pull requests 383","Send follow-up email to clients.","",true
"Update documentation 383","Pay rent and utility bills.","2026-01-25T05:00:00.000Z",true
"Fix bugs 383","Deep clean the house.","",true
"Write tests 383","Go for a 30-minute jog or run.","",true
"Deploy application 383","Finish reading current book.","",true
"Backup database 383","Learn React or Vue.js fundamentals.","",false
"Schedule meeting 383","Organize project files and folders.","2026-02-01T05:00:00.000Z",false
"Send email 383","Update resume with recent projects.","",true
"Pay bills 383","Book flights and hotel for vacation.","",false
"Clean house 383","Water indoor plants.","",true
"Exercise 383","Take dog for a walk in the park.","",false
"Read book 383","Create slides for presentation.","2026-04-08T04:00:00.000Z",true
"Learn new skill 383","Review code for security issues.","",false
"Organize files 383","Migrate data to new database.","",false
"Update resume 383","","",true
"Plan vacation 383","The fish is hungry so give him some food.","",true
"Water plants 383","Need to wash all dirty clothes before Friday.","2026-04-23T04:00:00.000Z",false
"Walk the dog 383","Buy milk, eggs, bread, and vegetables.","",true
"Prepare presentation 383","Call to catch up and discuss plans.","",false
"Code review 383","Check and approve pending pull requests.","",false
"Database migration 383","Update API documentation with new endpoints.","",false
"Feed the fish 384","Fix critical bugs reported by users.","2026-04-07T04:00:00.000Z",false
"Wash my clothes 384","Write unit tests for new features.","",false
"Buy groceries 384","Deploy latest version to production.","",false
"Call mom 384","Backup all important database records.","",true
"Review pull requests 384","Schedule meeting with team leads.","",false
"Update documentation 384","Send follow-up email to clients.","2026-04-24T04:00:00.000Z",false
"Fix bugs 384","Pay rent and utility bills.","",false
"Write tests 384","Deep clean the house.","",false
"Deploy application 384","Go for a 30-minute jog or run.","",false
"Backup database 384","Finish reading current book.","",false
"Schedule meeting 384","Learn React or Vue.js fundamentals.","2026-08-19T04:00:00.000Z",false
"Send email 384","Organize project files and folders.","",false
"Pay bills 384","Update resume with recent projects.","",false
"Clean house 384","Book flights and hotel for vacation.","",false
"Exercise 384","Water indoor plants.","",true
"Read book 384","Take dog for a walk in the park.","2026-02-08T05:00:00.000Z",false
"Learn new skill 384","Create slides for presentation.","",false
"Organize files 384","Review code for security issues.","",false
"Update resume 384","Migrate data to new database.","",true
"Plan vacation 384","","",false
"Water plants 384","The fish is hungry so give him some food.","2026-06-25T04:00:00.000Z",false
"Walk the dog 384","Need to wash all dirty clothes before Friday.","",false
"Prepare presentation 384","Buy milk, eggs, bread, and vegetables.","",true
"Code review 384","Call to catch up and discuss plans.","",false
"Database migration 384","Check and approve pending pull requests.","",true
"Feed the fish 385","Update API documentation with new endpoints.","2026-03-11T04:00:00.000Z",false
"Wash my clothes 385","Fix critical bugs reported by users.","",false
"Buy groceries 385","Write unit tests for new features.","",true
"Call mom 385","Deploy latest version to production.","",false
"Review pull requests 385","Backup all important database records.","",true
"Update documentation 385","Schedule meeting with team leads.","2026-06-04T04:00:00.000Z",false
"Fix bugs 385","Send follow-up email to clients.","",false
"Write tests 385","Pay rent and utility bills.","",false
"Deploy application 385","Deep clean the house.","",false
"Backup database 385","Go for a 30-minute jog or run.","",false
"Schedule meeting 385","Finish reading current book.","2026-01-22T05:00:00.000Z",false
"Send email 385","Learn React or Vue.js fundamentals.","",true
"Pay bills 385","Organize project files and folders.","",true
"Clean house 385","Update resume with recent projects.","",false
"Exercise 385","Book flights and hotel for vacation.","",false
"Read book 385","Water indoor plants.","2026-12-29T05:00:00.000Z",true
"Learn new skill 385","Take dog for a walk in the park.","",false
"Organize files 385","Create slides for presentation.","",false
"Update resume 385","Review code for security issues.","",false
"Plan vacation 385","Migrate data to new database.","",false
"Water plants 385","","2026-05-17T04:00:00.000Z",true
"Walk the dog 385","The fish is hungry so give him some food.","",false
"Prepare presentation 385","Need to wash all dirty clothes before Friday.","",false
"Code review 385","Buy milk, eggs, bread, and vegetables.","",false
"Database migration 385","Call to catch up and discuss plans.","",false
"Feed the fish 386","Check and approve pending pull requests.","2026-07-19T04:00:00.000Z",true
"Wash my clothes 386","Update API documentation with new endpoints.","",false
"Buy groceries 386","Fix critical bugs reported by users.","",false
"Call mom 386","Write unit tests for new features.","",true
"Review pull requests 386","Deploy latest version to production.","",true
"Update documentation 386","Backup all important database records.","2026-07-26T04:00:00.000Z",true
"Fix bugs 386","Schedule meeting with team leads.","",true
"Write tests 386","Send follow-up email to clients.","",false
"Deploy application 386","Pay rent and utility bills.","",true
"Backup database 386","Deep clean the house.","",false
"Schedule meeting 386","Go for a 30-minute jog or run.","2026-06-19T04:00:00.000Z",false
"Send email 386","Finish reading current book.","",false
"Pay bills 386","Learn React or Vue.js fundamentals.","",false
"Clean house 386","Organize project files and folders.","",false
"Exercise 386","Update resume with recent projects.","",true
"Read book 386","Book flights and hotel for vacation.","2026-12-13T05:00:00.000Z",false
"Learn new skill 386","Water indoor plants.","",true
"Organize files 386","Take dog for a walk in the park.","",true
"Update resume 386","Create slides for presentation.","",true
"Plan vacation 386","Review code for security issues.","",false
"Water plants 386","Migrate data to new database.","2026-10-22T04:00:00.000Z",false
"Walk the dog 386","","",false
"Prepare presentation 386","The fish is hungry so give him some food.","",false
"Code review 386","Need to wash all dirty clothes before Friday.","",true
"Database migration 386","Buy milk, eggs, bread, and vegetables.","",false
"Feed the fish 387","Call to catch up and discuss plans.","2026-01-28T05:00:00.000Z",false
"Wash my clothes 387","Check and approve pending pull requests.","",false
"Buy groceries 387","Update API documentation with new endpoints.","",false
"Call mom 387","Fix critical bugs reported by users.","",false
"Review pull requests 387","Write unit tests for new features.","",false
"Update documentation 387","Deploy latest version to production.","2026-12-26T05:00:00.000Z",false
"Fix bugs 387","Backup all important database records.","",true
"Write tests 387","Schedule meeting with team leads.","",true
"Deploy application 387","Send follow-up email to clients.","",false
"Backup database 387","Pay rent and utility bills.","",false
"Schedule meeting 387","Deep clean the house.","2026-04-30T04:00:00.000Z",false
"Send email 387","Go for a 30-minute jog or run.","",true
"Pay bills 387","Finish reading current book.","",false
"Clean house 387","Learn React or Vue.js fundamentals.","",false
"Exercise 387","Organize project files and folders.","",false
"Read book 387","Update resume with recent projects.","2026-12-14T05:00:00.000Z",false
"Learn new skill 387","Book flights and hotel for vacation.","",false
"Organize files 387","Water indoor plants.","",false
"Update resume 387","Take dog for a walk in the park.","",false
"Plan vacation 387","Create slides for presentation.","",false
"Water plants 387","Review code for security issues.","2026-08-04T04:00:00.000Z",true
"Walk the dog 387","Migrate data to new database.","",true
"Prepare presentation 387","","",false
"Code review 387","The fish is hungry so give him some food.","",true
"Database migration 387","Need to wash all dirty clothes before Friday.","",false
"Feed the fish 388","Buy milk, eggs, bread, and vegetables.","2026-11-26T05:00:00.000Z",false
"Wash my clothes 388","Call to catch up and discuss plans.","",true
"Buy groceries 388","Check and approve pending pull requests.","",false
"Call mom 388","Update API documentation with new endpoints.","",false
"Review pull requests 388","Fix critical bugs reported by users.","",true
"Update documentation 388","Write unit tests for new features.","2026-11-30T05:00:00.000Z",false
"Fix bugs 388","Deploy latest version to production.","",true
"Write tests 388","Backup all important database records.","",true
"Deploy application 388","Schedule meeting with team leads.","",true
"Backup database 388","Send follow-up email to clients.","",false
"Schedule meeting 388","Pay rent and utility bills.","2026-08-06T04:00:00.000Z",false
"Send email 388","Deep clean the house.","",false
"Pay bills 388","Go for a 30-minute jog or run.","",false
"Clean house 388","Finish reading current book.","",true
